collection_id,question_id,answer,total_balance,AGIX
58,13,7,329940460413,"3,299.40460413"
58,14,6,329940460413,"3,299.40460413"
58,15,2,329940460413,"3,299.40460413"
58,16,6,329940460413,"3,299.40460413"
58,17,7,329940460413,"3,299.40460413"
58,18,8,329940460413,"3,299.40460413"
58,19,8,329940460413,"3,299.40460413"
58,20,5,329940460413,"3,299.40460413"
58,21,8,329940460413,"3,299.40460413"
58,22,3,329940460413,"3,299.40460413"
58,23,5,329940460413,"3,299.40460413"
58,24,8,329940460413,"3,299.40460413"
58,25,6,329940460413,"3,299.40460413"
58,26,6,329940460413,"3,299.40460413"
58,27,3,329940460413,"3,299.40460413"
58,28,6,329940460413,"3,299.40460413"
58,29,7,329940460413,"3,299.40460413"
58,30,6,329940460413,"3,299.40460413"
58,31,5,329940460413,"3,299.40460413"
58,32,5,329940460413,"3,299.40460413"
58,33,5,329940460413,"3,299.40460413"
58,34,7,329940460413,"3,299.40460413"
58,35,8,329940460413,"3,299.40460413"
58,36,7,329940460413,"3,299.40460413"
58,37,8,329940460413,"3,299.40460413"
58,38,4,329940460413,"3,299.40460413"
58,39,6,329940460413,"3,299.40460413"
58,40,4,329940460413,"3,299.40460413"
58,41,7,329940460413,"3,299.40460413"
58,42,6,329940460413,"3,299.40460413"
58,43,5,329940460413,"3,299.40460413"
58,44,6,329940460413,"3,299.40460413"
58,45,7,329940460413,"3,299.40460413"
58,46,5,329940460413,"3,299.40460413"
58,47,6,329940460413,"3,299.40460413"
58,48,7,329940460413,"3,299.40460413"
58,49,6,329940460413,"3,299.40460413"
58,50,6,329940460413,"3,299.40460413"
58,51,7,329940460413,"3,299.40460413"
58,52,9,329940460413,"3,299.40460413"
58,53,8,329940460413,"3,299.40460413"
58,54,6,329940460413,"3,299.40460413"
58,55,8,329940460413,"3,299.40460413"
58,56,8,329940460413,"3,299.40460413"
58,57,6,329940460413,"3,299.40460413"
58,58,8,329940460413,"3,299.40460413"
58,59,9,329940460413,"3,299.40460413"
58,60,8,329940460413,"3,299.40460413"
58,61,7,329940460413,"3,299.40460413"
58,62,7,329940460413,"3,299.40460413"
58,63,7,329940460413,"3,299.40460413"
58,64,4,329940460413,"3,299.40460413"
58,65,7,329940460413,"3,299.40460413"
58,66,7,329940460413,"3,299.40460413"
58,67,8,329940460413,"3,299.40460413"
58,68,6,329940460413,"3,299.40460413"
58,69,6,329940460413,"3,299.40460413"
58,70,6,329940460413,"3,299.40460413"
58,71,5,329940460413,"3,299.40460413"
58,72,7,329940460413,"3,299.40460413"
58,73,8,329940460413,"3,299.40460413"
58,74,8,329940460413,"3,299.40460413"
58,75,7,329940460413,"3,299.40460413"
58,76,7,329940460413,"3,299.40460413"
58,77,1,329940460413,"3,299.40460413"
58,78,8,329940460413,"3,299.40460413"
58,79,8,329940460413,"3,299.40460413"
58,80,8,329940460413,"3,299.40460413"
58,81,7,329940460413,"3,299.40460413"
58,82,7,329940460413,"3,299.40460413"
58,83,10,329940460413,"3,299.40460413"
58,84,6,329940460413,"3,299.40460413"
58,85,8,329940460413,"3,299.40460413"
58,86,6,329940460413,"3,299.40460413"
58,87,7,329940460413,"3,299.40460413"
58,88,skip,329940460413,"3,299.40460413"
58,89,skip,329940460413,"3,299.40460413"
58,90,skip,329940460413,"3,299.40460413"
58,91,skip,329940460413,"3,299.40460413"
58,92,skip,329940460413,"3,299.40460413"
58,93,skip,329940460413,"3,299.40460413"
58,94,skip,329940460413,"3,299.40460413"
58,95,skip,329940460413,"3,299.40460413"
58,96,skip,329940460413,"3,299.40460413"
58,97,skip,329940460413,"3,299.40460413"
58,98,skip,329940460413,"3,299.40460413"
58,99,skip,329940460413,"3,299.40460413"
58,100,skip,329940460413,"3,299.40460413"
58,102,skip,329940460413,"3,299.40460413"
58,103,skip,329940460413,"3,299.40460413"
58,104,7,329940460413,"3,299.40460413"
58,105,6,329940460413,"3,299.40460413"
58,106,6,329940460413,"3,299.40460413"
58,107,6,329940460413,"3,299.40460413"
58,108,6,329940460413,"3,299.40460413"
58,109,6,329940460413,"3,299.40460413"
58,110,6,329940460413,"3,299.40460413"
58,111,6,329940460413,"3,299.40460413"
58,112,6,329940460413,"3,299.40460413"
58,113,6,329940460413,"3,299.40460413"
58,114,7,329940460413,"3,299.40460413"
58,115,7,329940460413,"3,299.40460413"
58,116,skip,329940460413,"3,299.40460413"
58,117,skip,329940460413,"3,299.40460413"
58,118,skip,329940460413,"3,299.40460413"
71,1,7,0,0.00000000
71,2,3,0,0.00000000
71,3,3,0,0.00000000
71,4,6,0,0.00000000
71,5,2,0,0.00000000
71,6,2,0,0.00000000
71,7,2,0,0.00000000
71,8,2,0,0.00000000
71,9,2,0,0.00000000
71,10,7,0,0.00000000
71,11,5,0,0.00000000
71,12,6,0,0.00000000
71,13,7,0,0.00000000
71,14,1,0,0.00000000
71,15,7,0,0.00000000
71,16,1,0,0.00000000
71,17,6,0,0.00000000
71,18,9,0,0.00000000
71,19,7,0,0.00000000
71,20,10,0,0.00000000
71,21,5,0,0.00000000
71,22,1,0,0.00000000
71,23,1,0,0.00000000
71,24,2,0,0.00000000
71,25,2,0,0.00000000
71,26,5,0,0.00000000
71,27,6,0,0.00000000
71,28,3,0,0.00000000
71,29,7,0,0.00000000
71,30,2,0,0.00000000
71,31,5,0,0.00000000
71,32,6,0,0.00000000
71,33,2,0,0.00000000
71,34,2,0,0.00000000
71,35,5,0,0.00000000
71,36,8,0,0.00000000
71,37,3,0,0.00000000
71,38,7,0,0.00000000
71,39,5,0,0.00000000
71,40,5,0,0.00000000
71,41,2,0,0.00000000
71,42,2,0,0.00000000
71,43,2,0,0.00000000
71,44,5,0,0.00000000
71,45,2,0,0.00000000
71,46,1,0,0.00000000
71,47,3,0,0.00000000
71,48,7,0,0.00000000
71,49,3,0,0.00000000
71,50,2,0,0.00000000
71,51,5,0,0.00000000
71,52,1,0,0.00000000
71,53,4,0,0.00000000
71,54,7,0,0.00000000
71,55,6,0,0.00000000
71,56,10,0,0.00000000
71,57,10,0,0.00000000
71,58,6,0,0.00000000
71,59,2,0,0.00000000
71,60,2,0,0.00000000
71,61,5,0,0.00000000
71,62,6,0,0.00000000
71,63,5,0,0.00000000
71,64,2,0,0.00000000
71,65,1,0,0.00000000
71,66,5,0,0.00000000
71,67,3,0,0.00000000
71,68,2,0,0.00000000
71,69,4,0,0.00000000
71,70,4,0,0.00000000
71,71,7,0,0.00000000
71,72,6,0,0.00000000
71,73,10,0,0.00000000
71,74,10,0,0.00000000
71,75,4,0,0.00000000
71,76,5,0,0.00000000
71,77,3,0,0.00000000
71,78,2,0,0.00000000
71,79,6,0,0.00000000
71,80,2,0,0.00000000
71,81,3,0,0.00000000
71,82,7,0,0.00000000
71,83,1,0,0.00000000
71,84,1,0,0.00000000
71,85,10,0,0.00000000
71,86,10,0,0.00000000
71,87,8,0,0.00000000
71,88,10,0,0.00000000
71,89,5,0,0.00000000
71,90,5,0,0.00000000
71,91,5,0,0.00000000
71,92,4,0,0.00000000
71,93,4,0,0.00000000
71,94,10,0,0.00000000
71,95,4,0,0.00000000
71,96,3,0,0.00000000
71,97,3,0,0.00000000
71,98,9,0,0.00000000
71,99,4,0,0.00000000
71,100,5,0,0.00000000
71,102,7,0,0.00000000
71,103,5,0,0.00000000
71,104,2,0,0.00000000
71,105,6,0,0.00000000
71,106,5,0,0.00000000
71,107,3,0,0.00000000
71,108,8,0,0.00000000
71,109,10,0,0.00000000
71,110,1,0,0.00000000
71,111,4,0,0.00000000
71,112,7,0,0.00000000
71,113,6,0,0.00000000
71,114,6,0,0.00000000
71,115,9,0,0.00000000
71,116,10,0,0.00000000
71,117,2,0,0.00000000
71,118,1,0,0.00000000
183,50,7,5560656813733,"55,606.56813733"
183,51,7,5560656813733,"55,606.56813733"
183,52,skip,5560656813733,"55,606.56813733"
183,53,skip,5560656813733,"55,606.56813733"
183,54,8,5560656813733,"55,606.56813733"
183,55,5,5560656813733,"55,606.56813733"
183,56,skip,5560656813733,"55,606.56813733"
183,57,skip,5560656813733,"55,606.56813733"
183,58,9,5560656813733,"55,606.56813733"
183,59,9,5560656813733,"55,606.56813733"
183,60,7,5560656813733,"55,606.56813733"
183,61,7,5560656813733,"55,606.56813733"
183,62,9,5560656813733,"55,606.56813733"
183,63,7,5560656813733,"55,606.56813733"
183,64,9,5560656813733,"55,606.56813733"
183,65,skip,5560656813733,"55,606.56813733"
183,66,skip,5560656813733,"55,606.56813733"
183,67,skip,5560656813733,"55,606.56813733"
183,68,skip,5560656813733,"55,606.56813733"
183,69,skip,5560656813733,"55,606.56813733"
183,70,skip,5560656813733,"55,606.56813733"
183,71,skip,5560656813733,"55,606.56813733"
183,72,skip,5560656813733,"55,606.56813733"
183,73,skip,5560656813733,"55,606.56813733"
183,74,skip,5560656813733,"55,606.56813733"
183,75,9,5560656813733,"55,606.56813733"
183,76,skip,5560656813733,"55,606.56813733"
183,77,skip,5560656813733,"55,606.56813733"
183,78,9,5560656813733,"55,606.56813733"
183,79,5,5560656813733,"55,606.56813733"
183,80,skip,5560656813733,"55,606.56813733"
183,81,skip,5560656813733,"55,606.56813733"
183,82,skip,5560656813733,"55,606.56813733"
183,83,skip,5560656813733,"55,606.56813733"
183,84,skip,5560656813733,"55,606.56813733"
183,85,skip,5560656813733,"55,606.56813733"
183,86,skip,5560656813733,"55,606.56813733"
183,87,skip,5560656813733,"55,606.56813733"
183,88,skip,5560656813733,"55,606.56813733"
183,89,skip,5560656813733,"55,606.56813733"
183,90,skip,5560656813733,"55,606.56813733"
183,91,skip,5560656813733,"55,606.56813733"
183,92,skip,5560656813733,"55,606.56813733"
183,93,skip,5560656813733,"55,606.56813733"
183,94,skip,5560656813733,"55,606.56813733"
183,95,6,5560656813733,"55,606.56813733"
183,96,8,5560656813733,"55,606.56813733"
183,97,skip,5560656813733,"55,606.56813733"
183,98,skip,5560656813733,"55,606.56813733"
183,99,skip,5560656813733,"55,606.56813733"
183,100,6,5560656813733,"55,606.56813733"
183,102,skip,5560656813733,"55,606.56813733"
183,103,skip,5560656813733,"55,606.56813733"
261,1,6,120905498125,"1,209.05498125"
261,2,7,120905498125,"1,209.05498125"
261,3,8,120905498125,"1,209.05498125"
261,4,7,120905498125,"1,209.05498125"
261,5,6,120905498125,"1,209.05498125"
261,6,5,120905498125,"1,209.05498125"
261,7,4,120905498125,"1,209.05498125"
261,8,7,120905498125,"1,209.05498125"
261,9,7,120905498125,"1,209.05498125"
261,10,7,120905498125,"1,209.05498125"
261,11,6,120905498125,"1,209.05498125"
261,12,6,120905498125,"1,209.05498125"
261,13,8,120905498125,"1,209.05498125"
261,14,8,120905498125,"1,209.05498125"
261,15,7,120905498125,"1,209.05498125"
261,16,7,120905498125,"1,209.05498125"
261,17,6,120905498125,"1,209.05498125"
261,18,7,120905498125,"1,209.05498125"
261,19,8,120905498125,"1,209.05498125"
261,20,6,120905498125,"1,209.05498125"
261,21,6,120905498125,"1,209.05498125"
261,22,8,120905498125,"1,209.05498125"
261,23,7,120905498125,"1,209.05498125"
261,24,8,120905498125,"1,209.05498125"
261,25,8,120905498125,"1,209.05498125"
261,26,8,120905498125,"1,209.05498125"
261,27,9,120905498125,"1,209.05498125"
261,28,6,120905498125,"1,209.05498125"
261,29,6,120905498125,"1,209.05498125"
261,30,5,120905498125,"1,209.05498125"
261,31,8,120905498125,"1,209.05498125"
261,32,9,120905498125,"1,209.05498125"
261,33,6,120905498125,"1,209.05498125"
261,34,7,120905498125,"1,209.05498125"
261,35,6,120905498125,"1,209.05498125"
261,36,8,120905498125,"1,209.05498125"
261,37,6,120905498125,"1,209.05498125"
261,38,8,120905498125,"1,209.05498125"
261,39,7,120905498125,"1,209.05498125"
261,40,8,120905498125,"1,209.05498125"
261,41,6,120905498125,"1,209.05498125"
261,42,6,120905498125,"1,209.05498125"
261,43,6,120905498125,"1,209.05498125"
261,44,6,120905498125,"1,209.05498125"
261,45,5,120905498125,"1,209.05498125"
261,46,6,120905498125,"1,209.05498125"
261,47,6,120905498125,"1,209.05498125"
261,48,8,120905498125,"1,209.05498125"
261,49,8,120905498125,"1,209.05498125"
261,50,6,120905498125,"1,209.05498125"
261,51,7,120905498125,"1,209.05498125"
261,52,6,120905498125,"1,209.05498125"
261,53,7,120905498125,"1,209.05498125"
261,54,7,120905498125,"1,209.05498125"
261,55,8,120905498125,"1,209.05498125"
261,56,6,120905498125,"1,209.05498125"
261,57,6,120905498125,"1,209.05498125"
261,58,7,120905498125,"1,209.05498125"
261,59,6,120905498125,"1,209.05498125"
261,60,5,120905498125,"1,209.05498125"
261,61,6,120905498125,"1,209.05498125"
261,62,8,120905498125,"1,209.05498125"
261,63,7,120905498125,"1,209.05498125"
261,64,6,120905498125,"1,209.05498125"
261,65,6,120905498125,"1,209.05498125"
261,66,6,120905498125,"1,209.05498125"
261,67,8,120905498125,"1,209.05498125"
261,68,7,120905498125,"1,209.05498125"
261,69,8,120905498125,"1,209.05498125"
261,70,7,120905498125,"1,209.05498125"
261,71,5,120905498125,"1,209.05498125"
261,72,7,120905498125,"1,209.05498125"
261,73,7,120905498125,"1,209.05498125"
261,74,8,120905498125,"1,209.05498125"
261,75,7,120905498125,"1,209.05498125"
261,76,7,120905498125,"1,209.05498125"
261,77,6,120905498125,"1,209.05498125"
261,78,7,120905498125,"1,209.05498125"
261,79,6,120905498125,"1,209.05498125"
261,80,8,120905498125,"1,209.05498125"
261,81,6,120905498125,"1,209.05498125"
261,82,6,120905498125,"1,209.05498125"
261,83,6,120905498125,"1,209.05498125"
261,84,7,120905498125,"1,209.05498125"
261,85,6,120905498125,"1,209.05498125"
261,86,6,120905498125,"1,209.05498125"
261,87,7,120905498125,"1,209.05498125"
261,88,6,120905498125,"1,209.05498125"
261,89,7,120905498125,"1,209.05498125"
261,90,7,120905498125,"1,209.05498125"
261,91,6,120905498125,"1,209.05498125"
261,92,7,120905498125,"1,209.05498125"
261,93,6,120905498125,"1,209.05498125"
261,94,7,120905498125,"1,209.05498125"
261,95,6,120905498125,"1,209.05498125"
261,96,7,120905498125,"1,209.05498125"
261,97,7,120905498125,"1,209.05498125"
261,98,7,120905498125,"1,209.05498125"
261,99,7,120905498125,"1,209.05498125"
261,100,8,120905498125,"1,209.05498125"
261,102,7,120905498125,"1,209.05498125"
261,103,8,120905498125,"1,209.05498125"
261,104,8,120905498125,"1,209.05498125"
261,105,7,120905498125,"1,209.05498125"
261,106,6,120905498125,"1,209.05498125"
261,107,6,120905498125,"1,209.05498125"
261,108,6,120905498125,"1,209.05498125"
261,109,6,120905498125,"1,209.05498125"
261,110,7,120905498125,"1,209.05498125"
261,111,7,120905498125,"1,209.05498125"
261,112,8,120905498125,"1,209.05498125"
261,113,8,120905498125,"1,209.05498125"
261,114,7,120905498125,"1,209.05498125"
261,115,7,120905498125,"1,209.05498125"
261,116,6,120905498125,"1,209.05498125"
261,117,7,120905498125,"1,209.05498125"
261,118,6,120905498125,"1,209.05498125"
272,1,skip,4080537659412,"40,805.37659412"
272,2,skip,4080537659412,"40,805.37659412"
272,3,skip,4080537659412,"40,805.37659412"
272,4,skip,4080537659412,"40,805.37659412"
272,5,skip,4080537659412,"40,805.37659412"
272,6,skip,4080537659412,"40,805.37659412"
272,7,skip,4080537659412,"40,805.37659412"
272,8,skip,4080537659412,"40,805.37659412"
272,9,10,4080537659412,"40,805.37659412"
272,10,skip,4080537659412,"40,805.37659412"
272,11,10,4080537659412,"40,805.37659412"
272,12,skip,4080537659412,"40,805.37659412"
272,13,9,4080537659412,"40,805.37659412"
272,14,skip,4080537659412,"40,805.37659412"
272,15,10,4080537659412,"40,805.37659412"
272,16,8,4080537659412,"40,805.37659412"
272,17,skip,4080537659412,"40,805.37659412"
272,18,skip,4080537659412,"40,805.37659412"
272,19,skip,4080537659412,"40,805.37659412"
272,20,skip,4080537659412,"40,805.37659412"
272,21,skip,4080537659412,"40,805.37659412"
272,22,skip,4080537659412,"40,805.37659412"
272,23,skip,4080537659412,"40,805.37659412"
272,24,9,4080537659412,"40,805.37659412"
272,25,10,4080537659412,"40,805.37659412"
272,26,4,4080537659412,"40,805.37659412"
272,27,3,4080537659412,"40,805.37659412"
272,28,8,4080537659412,"40,805.37659412"
272,29,10,4080537659412,"40,805.37659412"
272,30,2,4080537659412,"40,805.37659412"
272,31,4,4080537659412,"40,805.37659412"
272,32,3,4080537659412,"40,805.37659412"
272,33,5,4080537659412,"40,805.37659412"
272,34,3,4080537659412,"40,805.37659412"
272,35,10,4080537659412,"40,805.37659412"
272,36,10,4080537659412,"40,805.37659412"
272,37,7,4080537659412,"40,805.37659412"
272,38,6,4080537659412,"40,805.37659412"
272,39,7,4080537659412,"40,805.37659412"
272,40,4,4080537659412,"40,805.37659412"
272,41,2,4080537659412,"40,805.37659412"
272,42,7,4080537659412,"40,805.37659412"
272,43,1,4080537659412,"40,805.37659412"
272,44,2,4080537659412,"40,805.37659412"
272,45,7,4080537659412,"40,805.37659412"
272,46,8,4080537659412,"40,805.37659412"
272,47,6,4080537659412,"40,805.37659412"
272,48,7,4080537659412,"40,805.37659412"
272,49,6,4080537659412,"40,805.37659412"
272,50,8,4080537659412,"40,805.37659412"
272,51,2,4080537659412,"40,805.37659412"
272,52,10,4080537659412,"40,805.37659412"
272,53,10,4080537659412,"40,805.37659412"
272,54,10,4080537659412,"40,805.37659412"
272,55,10,4080537659412,"40,805.37659412"
272,56,9,4080537659412,"40,805.37659412"
272,57,4,4080537659412,"40,805.37659412"
272,58,8,4080537659412,"40,805.37659412"
272,59,5,4080537659412,"40,805.37659412"
272,60,6,4080537659412,"40,805.37659412"
272,61,8,4080537659412,"40,805.37659412"
272,62,9,4080537659412,"40,805.37659412"
272,63,6,4080537659412,"40,805.37659412"
272,64,8,4080537659412,"40,805.37659412"
272,65,8,4080537659412,"40,805.37659412"
272,66,9,4080537659412,"40,805.37659412"
272,67,5,4080537659412,"40,805.37659412"
272,68,7,4080537659412,"40,805.37659412"
272,69,4,4080537659412,"40,805.37659412"
272,70,10,4080537659412,"40,805.37659412"
272,71,6,4080537659412,"40,805.37659412"
272,72,7,4080537659412,"40,805.37659412"
272,73,7,4080537659412,"40,805.37659412"
272,74,6,4080537659412,"40,805.37659412"
272,75,8,4080537659412,"40,805.37659412"
272,76,8,4080537659412,"40,805.37659412"
272,77,7,4080537659412,"40,805.37659412"
272,78,4,4080537659412,"40,805.37659412"
272,79,10,4080537659412,"40,805.37659412"
272,80,7,4080537659412,"40,805.37659412"
272,81,9,4080537659412,"40,805.37659412"
272,82,7,4080537659412,"40,805.37659412"
272,83,3,4080537659412,"40,805.37659412"
272,84,6,4080537659412,"40,805.37659412"
272,85,5,4080537659412,"40,805.37659412"
272,86,9,4080537659412,"40,805.37659412"
272,87,6,4080537659412,"40,805.37659412"
272,88,8,4080537659412,"40,805.37659412"
272,89,7,4080537659412,"40,805.37659412"
272,90,7,4080537659412,"40,805.37659412"
272,91,8,4080537659412,"40,805.37659412"
272,92,8,4080537659412,"40,805.37659412"
272,93,8,4080537659412,"40,805.37659412"
272,94,6,4080537659412,"40,805.37659412"
272,95,7,4080537659412,"40,805.37659412"
272,96,8,4080537659412,"40,805.37659412"
272,97,6,4080537659412,"40,805.37659412"
272,98,7,4080537659412,"40,805.37659412"
272,99,9,4080537659412,"40,805.37659412"
272,100,6,4080537659412,"40,805.37659412"
272,102,6,4080537659412,"40,805.37659412"
272,103,6,4080537659412,"40,805.37659412"
272,104,5,4080537659412,"40,805.37659412"
272,105,4,4080537659412,"40,805.37659412"
272,106,4,4080537659412,"40,805.37659412"
272,107,6,4080537659412,"40,805.37659412"
272,108,5,4080537659412,"40,805.37659412"
272,109,10,4080537659412,"40,805.37659412"
272,110,6,4080537659412,"40,805.37659412"
272,111,4,4080537659412,"40,805.37659412"
272,112,10,4080537659412,"40,805.37659412"
272,113,5,4080537659412,"40,805.37659412"
272,114,10,4080537659412,"40,805.37659412"
272,115,8,4080537659412,"40,805.37659412"
272,116,9,4080537659412,"40,805.37659412"
272,117,6,4080537659412,"40,805.37659412"
272,118,10,4080537659412,"40,805.37659412"
277,1,4,3434237007167,"34,342.37007167"
277,2,8,3434237007167,"34,342.37007167"
277,3,10,3434237007167,"34,342.37007167"
277,4,7,3434237007167,"34,342.37007167"
277,5,2,3434237007167,"34,342.37007167"
277,6,3,3434237007167,"34,342.37007167"
277,7,5,3434237007167,"34,342.37007167"
277,8,5,3434237007167,"34,342.37007167"
277,9,10,3434237007167,"34,342.37007167"
277,10,7,3434237007167,"34,342.37007167"
277,11,10,3434237007167,"34,342.37007167"
277,12,4,3434237007167,"34,342.37007167"
277,13,5,3434237007167,"34,342.37007167"
277,14,8,3434237007167,"34,342.37007167"
277,15,7,3434237007167,"34,342.37007167"
277,16,4,3434237007167,"34,342.37007167"
277,17,6,3434237007167,"34,342.37007167"
277,18,6,3434237007167,"34,342.37007167"
277,19,6,3434237007167,"34,342.37007167"
277,20,6,3434237007167,"34,342.37007167"
277,21,8,3434237007167,"34,342.37007167"
277,22,8,3434237007167,"34,342.37007167"
277,23,6,3434237007167,"34,342.37007167"
278,1,7,9601233352746,"96,012.33352746"
278,2,7,9601233352746,"96,012.33352746"
278,3,4,9601233352746,"96,012.33352746"
278,4,6,9601233352746,"96,012.33352746"
278,5,5,9601233352746,"96,012.33352746"
278,6,6,9601233352746,"96,012.33352746"
278,7,5,9601233352746,"96,012.33352746"
278,8,6,9601233352746,"96,012.33352746"
278,9,6,9601233352746,"96,012.33352746"
278,10,5,9601233352746,"96,012.33352746"
278,11,7,9601233352746,"96,012.33352746"
